id,municipio,2020M08,2021M02,2021M08,2022M02,2022M08,2023M02,2023M08,2024M02
05143,Muñotello,0,0,0,0,0,0,0,0
05144,Narrillos del Álamo,0,0,0,0,0,0,0,0
05145,Narrillos del Rebollar,0,0,0,0,0,0,0,0
05147,Narros del Castillo,0,0,0,0,0,0,0,0
05148,Narros del Puerto,1,1,1,1,1,1,1,1
05149,Narros de Saldueña,1,1,1,1,1,1,1,1
05151,Navacepedilla de Corneja,3,3,3,3,3,3,2,1
05152,Nava de Arévalo,0,0,0,0,0,0,0,0
05153,Nava del Barco,0,0,0,1,1,0,0,0
05154,Navadijos,0,0,0,0,0,0,0,0
05155,Navaescurial,0,0,0,0,0,0,0,0
05156,Navahondilla,6,4,4,3,3,4,2,1
05157,Navalacruz,0,0,0,0,0,1,2,2
05158,Navalmoral,2,1,2,3,4,4,5,6
05159,Navalonguilla,5,5,5,5,6,5,5,4
05160,Navalosa,0,0,1,0,1,0,0,0
05161,Navalperal de Pinares,5,3,1,1,1,1,1,6
05162,Navalperal de Tormes,1,1,1,1,1,1,2,1
05163,Navaluenga,52,44,45,43,49,53,49,51
05164,Navaquesera,1,1,1,1,1,1,1,1
05165,Navarredonda de Gredos,13,14,17,17,21,31,33,29
05166,Navarredondilla,1,1,0,0,0,0,0,0
05167,Navarrevisca,1,1,1,1,2,3,3,2
05168,"Navas del Marqués, Las",22,23,25,28,31,34,41,36
05169,Navatalgordo,0,0,0,0,0,0,0,0
05170,Navatejares,4,4,6,11,9,11,10,10
05171,Neila de San Miguel,2,2,2,2,2,2,1,1
05172,Niharra,0,0,0,0,0,0,0,0
05173,Ojos-Albos,0,0,0,0,0,0,0,0
05174,Orbita,0,1,1,1,1,1,1,1
05175,"Oso, El",0,0,0,0,0,0,0,0
05176,Padiernos,1,1,1,1,1,1,1,1
05177,Pajares de Adaja,0,0,0,0,0,0,0,0
05178,Palacios de Goda,0,0,0,0,0,1,1,1
05179,Papatrigo,0,0,0,0,0,0,0,0
05180,"Parral, El",0,0,0,0,0,0,0,0
05181,Pascualcobo,0,0,0,0,0,0,0,0
05182,Pedro Bernardo,1,2,3,2,5,6,9,10
05183,Pedro-Rodríguez,0,0,0,0,0,0,0,0
05184,Peguerinos,5,5,5,7,4,4,4,3
05185,Peñalba de Ávila,1,1,2,2,1,2,3,1
05186,Piedrahíta,11,11,13,11,10,11,13,12
05187,Piedralaves,13,12,13,13,14,15,16,16
05188,Poveda,0,0,0,0,0,0,0,0
05189,Poyales del Hoyo,6,6,6,6,7,8,12,10
05190,Pozanco,1,1,1,0,0,0,0,0
05191,Pradosegar,2,1,1,1,3,3,4,5
05192,Puerto Castilla,0,0,0,0,0,1,1,1
05193,Rasueros,0,0,0,0,0,0,0,0
05194,Riocabado,0,0,0,0,0,0,0,0
05195,Riofrío,0,0,0,0,0,0,0,0
05196,Rivilla de Barajas,0,0,0,0,0,0,0,0
05197,Salobral,0,0,0,0,0,2,2,2
05198,Salvadiós,0,0,0,0,0,0,1,1
05199,San Bartolomé de Béjar,0,0,0,0,0,0,0,0
05200,San Bartolomé de Corneja,0,0,0,0,0,0,0,0
05201,San Bartolomé de Pinares,1,1,1,2,3,3,3,2
05204,Sanchidrián,0,0,0,1,1,2,2,3
05205,Sanchorreja,0,0,0,0,0,0,0,0
05206,San Esteban de los Patos,1,1,1,1,1,1,1,0
05207,San Esteban del Valle,2,2,2,2,1,2,2,2
05208,San Esteban de Zapardiel,0,0,0,0,0,0,0,0
05209,San García de Ingelmos,0,0,0,0,0,0,0,0
05210,San Juan de la Encinilla,0,0,0,0,0,0,0,0
05211,San Juan de la Nava,2,2,2,2,1,1,0,0
05212,San Juan del Molinillo,0,0,0,0,0,0,1,0
05213,San Juan del Olmo,0,0,0,0,0,0,0,0
05214,San Lorenzo de Tormes,0,0,0,0,1,0,0,1
05215,San Martín de la Vega del Alberche,3,1,3,3,4,4,4,3
05216,San Martín del Pimpollar,2,2,3,4,3,4,3,3
05217,San Miguel de Corneja,0,0,0,0,1,1,2,2
05218,San Miguel de Serrezuela,0,0,0,0,1,0,1,0
05219,San Pascual,0,0,0,0,2,2,2,1
05220,San Pedro del Arroyo,0,0,1,0,0,0,0,0
05221,Santa Cruz del Valle,2,2,1,1,1,0,1,2
05222,Santa Cruz de Pinares,3,1,2,2,2,2,2,3
05224,Santa María del Arroyo,0,0,0,0,0,0,0,0
05225,Santa María del Berrocal,0,0,0,0,1,1,1,1
05226,Santa María de los Caballeros,2,2,1,0,0,0,1,1
05227,Santa María del Tiétar,1,1,0,1,2,5,6,5
05228,Santiago del Collado,0,0,0,0,0,0,0,0
05229,Santo Domingo de las Posadas,0,0,0,0,0,0,0,0
05230,Santo Tomé de Zabarcos,2,0,0,0,0,0,0,0
05231,San Vicente de Arévalo,2,2,2,2,2,1,1,2
05232,"Serrada, La",2,2,2,1,1,1,1,1
05233,Serranillos,0,0,0,0,0,0,0,1
05234,Sigeres,0,0,0,0,0,0,0,0
05235,Sinlabajos,0,0,0,0,1,1,1,1
05236,Solana de Ávila,2,4,4,4,4,5,4,5
05237,Solana de Rioalmar,0,0,0,0,0,0,0,0
05238,Solosancho,8,9,11,12,13,13,12,14
05239,Sotalbo,0,0,0,0,0,0,1,1
05240,Sotillo de la Adrada,24,22,20,23,28,33,30,35
05241,"Tiemblo, El",12,12,16,15,17,19,21,22
05242,Tiñosillos,0,0,0,0,0,0,0,0
05243,Tolbaños,1,1,1,1,1,1,1,1
05244,Tormellas,0,0,0,2,2,2,2,2
05245,Tornadizos de Ávila,5,4,4,4,4,5,5,5
05246,Tórtoles,2,1,1,1,2,2,1,1
05247,"Torre, La",1,1,1,1,3,2,2,2
05249,Umbrías,9,7,8,9,10,9,12,9
05251,Vadillo de la Sierra,0,0,0,0,0,0,0,0
05252,Valdecasa,0,0,0,0,0,0,0,0
05253,Vega de Santa María,0,0,1,1,1,1,1,1
05254,Velayos,4,4,3,3,2,2,2,2
05256,Villaflor,0,0,0,0,0,0,0,0
05257,Villafranca de la Sierra,0,0,1,0,0,0,1,1
05258,Villanueva de Gómez,1,1,1,1,1,1,1,1
05259,Villanueva del Aceral,0,0,0,0,0,0,0,0
05260,Villanueva del Campillo,0,0,0,0,0,0,0,0
05261,Villar de Corneja,1,1,1,1,1,2,1,2
05262,Villarejo del Valle,6,6,5,5,4,5,6,6
05263,Villatoro,2,2,2,2,2,1,1,1
05264,Viñegra de Moraña,0,0,0,0,0,0,0,0
05265,Vita,0,0,0,0,0,1,1,1
05266,Zapardiel de la Cañada,0,0,0,0,1,1,1,1
05267,Zapardiel de la Ribera,0,0,0,0,0,0,0,0
05901,San Juan de Gredos,8,6,7,14,7,6,6,7
05902,Santa María del Cubillo,0,0,0,0,0,0,0,0
05903,Diego del Carpio,1,1,1,1,1,0,0,0
05904,Santiago del Tormes,1,1,1,1,1,0,1,1
05905,Villanueva de Ávila,6,9,9,9,8,7,8,7
06,Badajoz,384,330,326,338,430,462,493,550
06,Cantabria,4886,4323,5362,4826,6281,5701,6920,6954
06001,Acedera,1,1,1,0,0,1,1,1
06002,Aceuchal,1,1,1,0,1,2,2,2
06003,Ahillones,0,0,0,0,0,0,0,0
06004,Alange,3,3,1,1,1,1,1,1
06005,"Albuera, La",0,0,0,0,0,0,0,0
06006,Alburquerque,7,8,9,10,7,7,8,8
06007,Alconchel,0,0,0,0,0,0,0,0
06008,Alconera,0,0,0,0,0,0,0,0
06009,Aljucén,0,0,0,0,0,0,0,0
06010,Almendral,3,0,0,0,4,4,4,4
06011,Almendralejo,4,1,2,2,2,3,2,7
06012,Arroyo de San Serván,0,0,0,0,0,0,0,0
06013,Atalaya,0,0,1,1,1,1,1,1
06014,Azuaga,3,3,2,2,2,2,2,2
06015,Badajoz,58,54,40,30,34,39,36,68
06016,Barcarrota,0,0,0,0,0,0,0,0
06017,Baterno,0,0,0,0,0,4,0,0
06018,Benquerencia de la Serena,0,0,0,0,0,0,0,0
06019,Berlanga,0,0,1,1,0,0,0,0
06020,Bienvenida,0,0,0,0,1,1,1,2
06021,Bodonal de la Sierra,0,0,0,1,1,1,1,2
06022,Burguillos del Cerro,1,1,1,1,1,1,1,0
06023,Cabeza del Buey,0,0,0,0,1,1,1,1
06024,Cabeza la Vaca,3,4,2,2,3,3,3,4
06025,Calamonte,4,4,4,4,4,5,6,9
06026,Calera de León,1,1,1,1,2,1,1,1
06027,Calzadilla de los Barros,0,0,0,0,0,0,0,0
06028,Campanario,1,1,1,2,2,3,3,2
06029,Campillo de Llerena,0,0,0,0,0,0,0,0
06030,Capilla,0,0,0,0,0,0,0,0
06031,Carmonita,0,0,0,0,0,0,0,0
06032,"Carrascalejo, El",1,1,1,1,1,1,1,1
06033,Casas de Don Pedro,0,0,0,0,0,0,0,1
06034,Casas de Reina,0,0,0,0,0,0,0,0
06035,Castilblanco,0,0,0,0,0,0,0,2
06036,Castuera,3,3,3,3,3,3,3,3
06037,"Codosera, La",5,5,11,10,10,11,10,13
06038,Cordobilla de Lácara,0,0,0,0,0,0,0,0
06039,"Coronada, La",0,0,0,0,0,0,0,0
06040,Corte de Peleas,0,0,0,0,0,0,0,0
06041,Cristina,0,0,0,0,0,0,0,0
06042,Cheles,0,0,1,1,1,1,1,1
06043,Don Álvaro,1,1,1,1,1,1,1,4
06044,Don Benito,1,3,2,5,6,9,7,9
06045,Entrín Bajo,0,0,0,0,0,0,0,0
06046,Esparragalejo,1,1,2,1,2,2,2,2
06047,Esparragosa de la Serena,0,0,0,0,0,0,0,0
06048,Esparragosa de Lares,0,0,0,0,0,0,0,0
06049,Feria,1,0,0,0,2,2,2,2
06050,Fregenal de la Sierra,7,5,7,3,7,5,10,7
06051,Fuenlabrada de los Montes,0,0,0,0,0,0,0,0
06052,Fuente de Cantos,1,0,1,1,1,1,1,2
06053,Fuente del Arco,0,0,0,0,0,0,0,0
06054,Fuente del Maestre,0,0,0,0,2,2,3,3
06055,Fuentes de León,2,2,2,2,5,6,6,6
06056,Garbayuela,1,0,0,0,0,0,0,0
06057,Garlitos,0,0,0,0,0,0,0,0
06058,"Garrovilla, La",0,0,0,1,1,3,2,5
06059,Granja de Torrehermosa,1,1,0,0,0,1,1,1
06060,Guareña,0,0,0,0,0,0,1,0
06061,"Haba, La",0,0,0,0,0,0,0,0
06062,Helechosa de los Montes,0,0,0,3,4,1,1,1
06063,Herrera del Duque,4,4,4,4,4,6,6,6
06064,Higuera de la Serena,0,0,0,0,0,0,0,0
06065,Higuera de Llerena,0,0,0,0,0,0,0,0
06066,Higuera de Vargas,0,0,0,0,0,0,0,0
06067,Higuera la Real,0,0,1,0,0,0,1,0
06068,Hinojosa del Valle,0,0,0,0,0,0,0,0
06069,Hornachos,3,2,2,2,1,2,1,2
06070,Jerez de los Caballeros,7,7,5,5,6,8,11,10
06071,"Lapa, La",0,0,0,0,2,2,1,2
06072,Lobón,1,1,0,0,0,0,0,0
06073,Llera,0,0,0,0,0,0,0,0
06074,Llerena,2,1,3,5,2,3,1,1
06075,Magacela,4,2,2,1,0,0,0,0
06076,Maguilla,0,0,0,0,0,0,0,0
06077,Malcocinado,3,2,2,1,0,0,0,0
06078,Malpartida de la Serena,0,0,0,0,0,0,0,0
06079,Manchita,0,0,0,0,0,0,0,0
06080,Medellín,5,5,5,5,5,4,3,0
06081,Medina de las Torres,0,0,0,0,0,0,0,2
06082,Mengabril,0,0,0,0,0,0,0,0
06083,Mérida,173,129,135,146,209,197,203,204
06084,Mirandilla,1,1,1,1,1,1,2,2
06085,Monesterio,2,2,1,2,1,7,19,20
06086,Montemolín,1,0,1,1,1,1,1,1
06087,Monterrubio de la Serena,0,0,0,0,0,0,2,2
06088,Montijo,2,2,0,0,0,0,0,0
06089,"Morera, La",0,0,0,0,0,0,0,0
06090,"Nava de Santiago, La",1,1,1,1,1,1,1,1
06091,Navalvillar de Pela,1,1,1,1,1,1,1,1
06092,Nogales,1,1,0,0,0,0,0,0
06093,Oliva de la Frontera,0,0,0,0,0,0,0,1
06094,Oliva de Mérida,0,0,0,0,0,0,0,0
06095,Olivenza,5,6,5,6,8,10,15,17
06096,Orellana de la Sierra,1,1,1,0,0,0,0,0
06097,Orellana la Vieja,4,4,3,4,4,4,3,5
06098,Palomas,0,0,0,0,0,0,0,0
06099,"Parra, La",0,0,0,0,0,0,0,0
06100,Peñalsordo,0,0,0,0,0,0,0,0
06101,Peraleda del Zaucejo,0,0,0,0,0,0,0,0
06102,Puebla de Alcocer,5,4,3,2,3,2,5,6
06103,Puebla de la Calzada,1,1,0,1,1,1,0,1
06104,Puebla de la Reina,1,1,1,4,4,4,4,4
06105,Puebla del Maestre,0,0,0,0,0,0,0,0
06106,Puebla del Prior,0,0,0,0,0,0,0,0
06107,Puebla de Obando,0,0,0,0,0,0,0,0
06108,Puebla de Sancho Pérez,0,2,2,0,0,0,0,0
06109,Quintana de la Serena,1,1,0,0,0,2,2,1
06110,Reina,0,2,2,2,2,2,2,2
06111,Rena,0,0,0,0,0,0,0,0
06112,Retamal de Llerena,0,0,0,0,0,0,0,0
06113,Ribera del Fresno,0,0,0,0,0,0,0,0
06114,Risco,0,0,0,0,0,0,0,0
06115,"Roca de la Sierra, La",0,0,0,0,0,0,0,0
06116,Salvaleón,0,1,1,0,0,1,1,2
06117,Salvatierra de los Barros,2,1,1,1,1,1,1,1
06118,Sancti-Spíritus,0,0,0,0,0,0,0,0
06119,San Pedro de Mérida,0,0,0,0,0,0,0,1
06120,Santa Amalia,1,1,1,1,2,3,3,4
06121,Santa Marta,1,1,1,0,2,2,0,0
06122,"Santos de Maimona, Los",0,0,0,0,0,0,0,2
06123,San Vicente de Alcántara,2,2,2,4,2,1,2,3
06124,Segura de León,0,0,3,4,5,7,11,11
06125,Siruela,1,1,1,6,6,7,6,6
06126,Solana de los Barros,0,0,0,0,0,0,1,1
06127,Talarrubias,0,0,0,0,0,0,0,0
06128,Talavera la Real,0,0,0,0,0,0,0,0
06129,Táliga,0,0,0,0,0,0,0,0
06130,Tamurejo,0,0,0,0,0,0,0,0
06131,Torre de Miguel Sesmero,0,0,0,0,2,2,3,1
06132,Torremayor,0,0,0,0,0,0,0,0
06133,Torremejía,0,1,1,1,1,1,1,0
06134,Trasierra,0,0,0,0,0,0,0,0
06135,Trujillanos,0,0,0,0,0,0,0,0
06136,Usagre,0,0,0,0,0,0,0,0
06137,Valdecaballeros,3,3,3,3,2,4,4,4
06138,Valdetorres,0,0,0,0,0,0,0,0
06139,Valencia de las Torres,0,0,0,0,0,0,0,0
06140,Valencia del Mombuey,0,2,2,1,1,1,1,0
06141,Valencia del Ventoso,1,1,1,0,0,0,0,0
06142,Valverde de Burguillos,0,0,0,0,0,0,0,0
06143,Valverde de Leganés,1,1,1,1,1,1,1,1
06144,Valverde de Llerena,0,0,0,0,0,0,0,0
06145,Valverde de Mérida,1,1,1,1,1,1,2,1
06146,Valle de la Serena,1,1,1,1,0,0,0,0
06147,Valle de Matamoros,0,0,0,0,0,0,0,0
06148,Valle de Santa Ana,0,0,0,0,0,0,0,0
06149,Villafranca de los Barros,5,3,3,6,5,7,6,4
06150,Villagarcía de la Torre,0,0,0,0,0,0,0,0
06151,Villagonzalo,0,0,0,0,0,0,0,0
06152,Villalba de los Barros,0,0,0,0,0,0,0,0
06153,Villanueva de la Serena,2,3,2,8,10,16,16,10
06154,Villanueva del Fresno,5,5,5,6,6,4,5,5
06155,Villar del Rey,0,0,0,0,0,0,0,0
06156,Villar de Rena,0,0,0,0,0,0,0,0
06157,Villarta de los Montes,0,0,0,0,0,0,1,0
06158,Zafra,10,11,12,7,9,10,13,20
06159,Zahínos,0,0,0,0,0,0,0,0
06160,Zalamea de la Serena,1,1,1,0,0,1,0,0
06161,Zarza-Capilla,0,0,0,0,1,1,1,1
06162,"Zarza, La",3,3,4,3,4,4,4,3
06901,Valdelacalzada,0,0,0,0,0,0,0,0
06902,Pueblonuevo del Guadiana,0,0,0,0,0,0,0,0
06903,Guadiana,,,,,,,,
07,"Balears, Illes",29237,27703,29211,26458,27038,25393,26507,25073
07,Castilla y León,5794,5403,5735,5612,6171,6231,6612,7206
07001,Alaró,105,99,99,89,108,98,97,81
07002,Alaior,441,452,512,478,499,454,509,560
07003,Alcúdia,1966,1941,2100,1880,1872,1804,1820,1709
07004,Algaida,136,125,133,112,123,110,118,103
07005,Andratx,308,302,304,291,267,273,248,249
07006,Artà,517,517,512,472,457,438,484,439
07007,Banyalbufar,64,55,58,59,69,62,67,69
07008,Binissalem,117,114,109,106,98,95,96,98
07009,Búger,210,208,191,183,190,180,190,156
07010,Bunyola,120,119,103,107,96,86,91,79
07011,Calvià,667,632,654,583,570,487,524,538
07012,Campanet,187,176,187,164,169,164,159,145
07013,Campos,745,712,682,668,644,619,639,610
07014,Capdepera,660,625,658,604,605,566,585,559
07015,Ciutadella de Menorca,1314,1140,1433,1225,1384,1227,1388,1346
07016,Consell,22,24,26,24,29,28,33,26
07017,Costitx,84,80,79,71,63,56,62,50
07018,Deià,106,108,116,108,88,88,98,99
07019,Escorca,23,23,24,22,23,26,24,22
07020,Esporles,69,71,57,49,52,57,48,49
07021,Estellencs,24,20,22,19,20,16,18,14
07022,Felanitx,802,809,842,773,835,773,826,751
07023,Ferreries,116,102,110,96,107,90,112,114
07024,Formentera,909,796,905,772,925,813,961,905
07025,Fornalutx,104,103,104,95,96,93,93,102
07026,Eivissa,886,660,762,542,617,443,539,445
07027,Inca,321,310,322,281,286,267,262,250
07028,Lloret de Vistalegre,54,46,45,41,40,40,40,48
07029,Lloseta,82,65,75,66,65,67,59,55
07030,Llubí,134,130,119,107,107,124,112,122
07031,Llucmajor,739,687,694,635,648,628,628,608
07032,Maó,222,198,226,170,193,168,187,175
07033,Manacor,1068,1011,1017,935,945,921,939,874
07034,Mancor de la Vall,70,60,60,54,53,49,52,48
07035,Maria de la Salut,81,72,78,75,76,72,83,77
07036,Marratxí,148,138,138,121,128,135,134,126
07037,"Mercadal, Es",597,540,688,632,741,648,722,677
07038,Montuïri,71,65,59,56,56,62,46,53
07039,Muro,496,475,465,406,402,444,444,379
07040,Palma,1702,1467,1471,1490,1390,1279,1075,1023
07041,Petra,175,169,167,156,167,152,158,151
07042,Pollença,2739,2856,3203,2930,2811,2923,2908,2730
07043,Porreres,104,95,91,80,93,85,91,92
07044,"Pobla, Sa",377,375,383,331,300,299,300,276
07045,Puigpunyent,48,42,42,40,37,35,33,33
07046,Sant Antoni de Portmany,515,486,475,418,410,400,421,374
07047,Sencelles,128,130,128,118,129,119,122,132
07048,Sant Josep de sa Talaia,1706,1579,1607,1420,1460,1302,1515,1390
07049,Sant Joan,72,66,67,63,56,52,46,47
07050,Sant Joan de Labritja,398,331,366,318,343,289,341,297
07051,Sant Llorenç des Cardassar,385,385,364,337,318,302,350,290
07052,Sant Lluís,546,540,605,569,581,560,587,584
07053,Santa Eugènia,34,25,26,24,20,23,13,11
07054,Santa Eulària des Riu,1263,1125,1087,972,1058,941,1076,1029
07055,Santa Margalida,865,847,916,849,846,769,805,765
07056,Santa María del Camí,75,66,63,59,54,42,42,38
07057,Santanyí,1125,1202,1255,1145,1201,1141,1144,1138
07058,Selva,344,321,345,308,304,273,265,263
07059,"Salines, Ses",269,243,258,219,251,233,262,257
07060,Sineu,145,136,137,131,119,114,109,105
07061,Sóller,677,661,654,652,664,646,632,624
07062,Son Servera,352,354,331,280,291,277,295,258
07063,Valldemossa,129,128,130,112,105,102,104,98
07064,"Castell, Es",83,69,75,71,64,51,58,52
07065,Vilafranca de Bonany,50,47,43,41,43,52,54,44
07901,Ariany,101,104,104,106,128,114,108,107
07902,"Migjorn Gran, Es",45,44,50,48,49,47,56,55
08,Barcelona,25956,22635,20763,18953,14807,14188,14713,16768
08,Castilla - La Mancha,3327,3191,3344,3352,3655,3891,4120,4603
08001,Abrera,13,11,13,15,14,14,11,17
08002,Aguilar de Segarra,0,1,0,0,0,0,1,0
08003,Alella,48,41,38,38,37,36,36,40
08004,Alpens,8,8,9,9,8,9,9,9
08005,"Ametlla del Vallès, L'",7,7,7,7,9,6,10,10
08006,Arenys de Mar,94,88,84,70,83,81,88,86
08007,Arenys de Munt,31,28,34,29,27,25,32,35
08008,Argençola,0,0,0,0,2,3,4,2
08009,Argentona,38,32,30,29,29,33,36,33
08010,Artés,1,2,1,1,1,0,1,3
08011,Avià,9,7,5,6,10,12,12,11
08012,Avinyó,5,4,4,2,3,3,1,1
08013,Avinyonet del Penedès,6,8,5,5,8,9,8,8
08014,Aiguafreda,4,3,5,5,4,5,6,7
08015,Badalona,235,215,200,195,187,209,193,251
08016,Bagà,24,16,24,23,24,26,30,20
08017,Balenyà,4,4,4,4,2,1,1,1
08018,Balsareny,5,6,7,6,3,3,3,2
08019,Barcelona,17280,14728,12930,11918,8066,7509,7531,8842
08020,Begues,7,6,6,4,5,6,5,9
08021,Bellprat,0,0,0,0,0,0,0,0
08022,Berga,16,22,22,19,16,20,22,20
08023,Bigues i Riells del Fai,16,17,14,13,9,11,12,13
08024,Borredà,8,9,10,10,14,14,15,16
08025,"Bruc, El",11,9,9,9,9,8,9,10
08026,"Brull, El",2,3,4,4,7,8,7,8
08027,"Cabanyes, Les",2,2,2,1,1,1,2,4
08028,Cabrera d'Anoia,6,6,5,5,4,5,5,4
08029,Cabrera de Mar,28,26,32,30,36,28,29,27
08030,Cabrils,62,55,56,48,51,46,55,67
08031,Calaf,1,1,1,0,0,0,0,1
08032,Caldes d'Estrac,64,61,65,57,60,59,61,64
08033,Caldes de Montbui,16,18,14,14,14,15,13,13
08034,Calders,1,1,0,0,0,0,1,1
08035,Calella,265,232,235,185,199,180,210,195
08036,Calonge de Segarra,0,0,0,1,2,2,2,4
08037,Calldetenes,4,4,5,5,5,6,6,5
08038,Callús,1,1,0,0,1,1,1,1
08039,Campins,1,0,1,0,0,0,0,0
08040,Canet de Mar,144,119,116,94,103,92,114,120
08041,Canovelles,7,7,7,7,8,9,7,6
08042,Cànoves i Samalús,3,3,2,1,4,5,7,7
08043,Canyelles,58,52,54,55,65,69,78,67
08044,Capellades,7,4,6,6,4,5,5,4
08045,Capolat,2,2,2,2,2,3,3,6
08046,Cardedeu,15,14,14,17,14,13,14,11
08047,Cardona,21,23,23,21,23,29,29,30
08048,Carme,2,2,2,0,1,0,1,0
08049,Casserres,1,10,9,3,3,3,3,5
08050,Castellar del Riu,3,3,3,3,3,3,5,8
08051,Castellar del Vallès,25,25,22,20,19,11,13,10
08052,Castellar de n'Hug,7,4,6,7,7,5,4,4
08053,Castellbell i el Vilar,7,8,10,9,10,9,9,9
08054,Castellbisbal,8,8,7,6,5,7,3,8
08055,Castellcir,1,1,2,2,3,2,3,3
08056,Castelldefels,331,283,297,270,246,261,264,268
08057,Castell de l'Areny,2,3,4,2,2,6,7,4
08058,Castellet i la Gornal,21,19,23,20,20,19,17,17
08059,Castellfollit del Boix,1,1,1,1,0,0,0,1
08060,Castellfollit de Riubregós,0,0,1,0,0,0,0,0
08061,Castellgalí,0,1,0,0,0,0,0,0
08062,Castellnou de Bages,5,5,7,5,9,8,7,4
08063,Castellolí,0,1,0,0,0,0,0,1
08064,Castellterçol,6,5,6,5,10,10,10,9
08065,Castellví de la Marca,6,3,5,3,3,5,5,3
08066,Castellví de Rosanes,4,1,1,3,1,0,0,0
08067,Centelles,3,3,3,3,5,4,2,3
08068,Cervelló,11,11,9,12,8,8,11,12
08069,Collbató,16,17,18,15,15,13,15,16
08070,Collsuspina,3,1,3,4,4,4,2,4
08071,Copons,2,2,0,0,0,0,1,1
08072,Corbera de Llobregat,16,11,14,16,16,16,19,23
08073,Cornellà de Llobregat,83,74,78,78,68,74,78,108
08074,Cubelles,155,136,132,109,114,107,130,132
08075,Dosrius,15,12,10,10,13,15,15,16
08076,Esparreguera,10,10,9,10,10,11,8,8
08077,Esplugues de Llobregat,67,64,58,53,49,48,50,62
08078,"Espunyola, L'",7,9,5,3,3,3,3,4
08079,"Estany, L'",1,1,2,2,2,1,1,1
08080,Fígols,0,0,0,0,0,0,0,0
08081,Fogars de Montclús,6,6,13,6,7,7,6,8
08082,Fogars de la Selva,9,14,15,7,10,8,6,6
08083,Folgueroles,0,1,1,0,0,0,0,0
08084,Fonollosa,5,5,3,3,5,3,3,3
08085,Font-rubí,14,13,14,10,11,9,6,8
08086,"Franqueses del Vallès, Les",5,3,5,6,5,6,10,9
08087,Gallifa,0,0,0,0,0,0,0,0
08088,"Garriga, La",17,17,15,15,14,16,13,18
08089,Gavà,102,73,78,69,64,61,82,91
08090,Gaià,1,2,0,1,0,0,0,0
08091,Gelida,6,6,7,4,3,6,4,4
08092,Gironella,6,8,7,4,4,7,6,6
08093,Gisclareny,2,5,4,3,3,3,3,3
08094,"Granada, La",1,1,1,1,3,2,2,2
08095,Granera,3,4,3,0,0,0,1,3
08096,Granollers,23,21,19,15,8,10,16,29
08097,Gualba,13,14,14,13,13,12,12,12
08098,Sant Salvador de Guardiola,2,2,3,3,6,4,4,7
08099,Guardiola de Berguedà,11,11,17,16,20,22,26,24
08100,Gurb,3,3,4,3,3,3,3,4
08101,"Hospitalet de Llobregat, L'",921,827,781,747,621,651,613,874
08102,Igualada,18,14,14,14,13,12,12,19
08103,Jorba,4,2,2,2,1,2,2,2
08104,"Llacuna, La",21,30,26,13,10,11,13,12
08105,"Llagosta, La",3,2,1,1,0,0,0,0
08106,Llinars del Vallès,13,15,16,11,10,14,15,11
08107,Lliçà d'Amunt,13,10,11,10,10,13,10,11
08108,Lliçà de Vall,0,0,0,0,0,0,0,0
08109,Lluçà,1,1,1,2,2,1,1,1
08110,Malgrat de Mar,152,131,150,110,114,116,136,147
08111,Malla,0,0,0,0,0,0,1,0
08112,Manlleu,2,1,1,1,1,1,1,1
08113,Manresa,74,72,74,79,61,52,68,77
08114,Martorell,6,9,5,7,6,7,8,12
08115,Martorelles,1,1,1,2,2,2,3,2
08116,"Masies de Roda, Les",0,0,0,0,0,0,0,0
08117,"Masies de Voltregà, Les",0,0,0,1,2,3,3,2
08118,"Masnou, El",121,103,89,78,77,78,78,84
08119,Masquefa,6,5,5,5,2,1,2,3
08120,Matadepera,8,6,7,4,5,4,5,9
08121,Mataró,157,139,140,117,119,121,133,134
08122,Mediona,8,9,9,9,10,11,10,9
08123,Molins de Rei,12,7,8,5,3,4,7,4
08124,Mollet del Vallès,3,7,7,5,6,5,10,8
08125,Montcada i Reixac,12,13,9,10,8,9,10,16
08126,Montgat,36,28,34,29,33,36,40,41
08127,Monistrol de Montserrat,10,10,10,12,13,11,16,15
08128,Monistrol de Calders,3,3,4,4,4,3,3,3
08129,Muntanyola,4,5,7,4,2,0,0,0
08130,Montclar,4,10,9,4,3,2,2,2
08131,Montesquiu,0,0,0,0,0,0,1,1
08132,Montmajor,5,7,7,4,6,4,5,3
08133,Montmaneu,0,0,0,0,0,0,0,0
08134,Figaró-Montmany,4,4,7,4,2,7,6,6
08135,Montmeló,1,1,2,3,2,3,3,4
08136,Montornès del Vallès,1,1,1,1,1,2,2,2
08137,Montseny,5,6,5,5,5,7,6,7
08138,Moià,7,9,9,19,5,14,5,6
08139,Mura,3,2,0,0,1,1,2,2
08140,Navarcles,0,0,0,1,0,0,0,0
08141,Navàs,6,6,7,5,5,5,6,9
08142,"Nou de Berguedà, La",0,5,5,1,1,1,2,4
08143,Òdena,1,1,1,1,1,1,1,2
08144,Olvan,3,6,6,2,2,3,4,5
08145,Olèrdola,22,22,25,25,22,19,20,22
08146,Olesa de Bonesvalls,4,4,5,5,6,6,6,12
08147,Olesa de Montserrat,3,3,2,2,5,6,2,3
08148,Olivella,115,108,124,120,112,108,124,138
08149,Olost,2,4,3,1,1,1,1,1
08150,Orís,0,0,0,0,0,0,0,0
08151,Oristà,1,4,4,1,1,1,1,1
